ID,名字,稱號,稀有度,屬性,武器種類,國別,性別,年齡,HP(Max),攻撃力(Max),攻擊體數,攻撃段數,攻擊距離,攻撃間隔,移動速度,韌性,成長,DPS,DPS(Total),火補正,水補正,風補正,光補正,暗補正
44035,フロリリア,白雪に咲く華,4,光,弓矢,雪の国,女,14,5105,10266,2,2,165,2.37,47,34,早熟,4332,8663,89,89,89,100,150
44036,エテベリィタ,夏馳せる爽翅,4,光,斬撃,妖精の国,女,23,6570,7820,1,2,95,1.71,65,41,平均,4573,4573,90,90,90,100,140
44037,ロスコー,天翔ける童夢,4,光,銃弾,機械の国,男,14,5649,9399,3,2,165,2.66,49,37,晩成,3533,10600,93,93,93,100,125
44038,アクセレータ,轟耀の魔時計,4,光,打撃,魔法の国,女,17,6630,9945,2,1,110,2.47,51,40,平均,4026,8053,90,90,90,100,145
44039,マクシラ,爛漫なる双黒,4,光,斬撃,恐竜の国,女,17,12786,9399,1,1,15,2.66,49,82,晩成,3533,3533,92,92,92,100,130
44040,クレーロン,耀月の奏者,4,光,回復,空の国,女,14,4273,10058,2,2,180,2.72,46,42,早熟,3698,7396,100,100,100,140,100
44041,ロニヤ,海路を拓く斧,4,光,打撃,雪の国,女,16,6573,8658,3,1,95,2.62,59,42,晩成,3305,9914,89,89,89,100,150
44042,やた,趣季の錫環,4,光,回復,和の国,男,46,5895,8499,2,1,140,2.95,42,45,晩成,2881,5762,100,100,100,140,100
44043,エンフィー,仙随なる雷円,4,光,魔法,少数民族の国,女,20,6650,13180,1,5,145,2.65,55,45,平均,4974,4974,87,87,87,100,165
44044,アフロディテ,愛を司る女神,4,光,弓矢,にゃんこの国,女,?,4680,6590,5,1,170,2.88,44,30,平均,2288,11441,94,94,94,100,120
44045,アイザック,彗星の光跡,4,光,魔法,魔法の国,男,26,6787,10096,2,1,150,2.74,50,41,早熟,3685,7369,85,85,85,100,180
44046,シモン,雪に舞う追憶,4,光,銃弾,雪の国,男,62,5874,12489,1,1,170,2.57,46,38,晩成,4860,4860,90,90,90,100,140
44047,チュチュ,兄想う保安官,4,光,突撃,西部の国,女,19,7155,9462,2,3,95,2.39,59,45,晩成,3959,7918,89,89,89,100,150
44048,つかさ,黄昏の決闘者,4,光,弓矢,あんスタの国,男,16,5804,13820,1,1,180,2.60,56,46,早熟,5315,5315,89,89,89,100,150
44049,トルエノ,銀双槍の傾慕,4,光,突撃,機械の国,男,20,12030,6980,2,1,15,2.64,47,80,平均,2644,5288,91,91,91,100,135
44050,ガゼリア,双角の歩武,4,光,打撃,動物の国,女,29,9302,6069,4,1,35,3.21,56,61,早熟,1891,7563,90,90,90,100,140
44051,ケラセア,奇で彩る祈踊,4,光,回復,恐竜の国,女,12,4593,10224,2,2,150,2.85,49,32,晩成,3587,7175,100,100,100,140,100
44052,エシュルード,銀花宿す白狼,4,光,魔法,動物の国,男,22,6805,11270,2,3,140,2.88,59,33,平均,3913,7826,86,86,86,100,170
44053,ワッフル,甘陽なる環音,4,光,魔法,お菓子の国,女,11,6825,11115,1,4,135,2.29,49,54,平均,4854,4854,86,86,86,100,170
44054,ミュスクル,超克なる尊拳,4,光,突撃,科学の国,男,39,7846,7619,1,4,11,1.76,61,72,早熟,4329,4329,87,87,87,100,165
44055,あんず,花吹く咲良矢,4,光,弓矢,和の国,女,24,6012,14913,1,1,175,2.69,59,42,晩成,5544,5544,87,87,87,100,165
44056,ニコラ,薄暮の夢影絵,4,光,魔法,機械の国,男,14,5084,8731,4,1,180,3.44,43,33,平均,2538,10152,86,86,86,100,175
44057,フルクトース,甘香漂う学究,4,光,弓矢,植物の国,男,30,6805,9495,2,1,155,2.42,57,41,平均,3924,7847,90,90,90,100,145
44058,ミシェーラ,光輝なる姫君,4,光,回復,血界戦線の国,女,16,5070,8190,3,1,190,2.72,38,31,平均,3011,9033,100,100,130,140,100
44059,アネモネ,淡光の両翼弓,4,光,弓矢,雪の国,女,16,5895,13230,1,1,140,2.55,51,32,晩成,5188,5188,89,89,89,100,150
44060,フェイエル,高潔なる聖剣,4,光,斬撃,空の国,男,21,12810,7000,1,1,15,2.13,53,80,平均,3286,3286,90,90,90,100,140
44061,おうみ,児が笑う絡繰,4,光,銃弾,和の国,女,29,7033,12894,1,4,130,2.68,51,47,早熟,4811,4811,89,89,89,100,150
44062,プリズム,揺れ踊る散光,4,光,突撃,エレキの国,不明,?,7356,9081,1,3,105,1.91,57,48,晩成,4754,4754,91,91,91,100,135
44063,グリゼル,物語る翠灯明,4,光,回復,植物の国,女,16,4640,7060,3,1,175,2.82,49,41,平均,2504,7511,100,110,100,140,100
44064,ショキ,凛乎たる鎌首,4,光,斬撃,少数民族の国,男,22,8365,8015,3,1,30,2.51,66,58,平均,3193,9580,88,88,88,100,155
44065,アン,箒操る光魔女,4,光,魔法,魔法の国,女,14,5853,15792,1,1,155,2.90,54,33,晩成,5446,5446,85,85,85,100,180
44066,ジュブラー,倖待つ戦乙女,4,光,打撃,雪の国,女,16,9188,8243,2,3,20,2.52,53,66,早熟,3271,6542,91,91,91,100,135
44067,シェスディ,啓開なる騎士,4,光,突撃,王国,男,18,8035,8035,2,1,35,2.57,58,66,早熟,3126,6253,92,92,92,100,130
44068,ブリット,執に想う義官,4,光,突撃,西部の国,女,25,7410,5890,2,2,90,1.68,62,47,平均,3506,7012,91,91,91,100,135
44069,マリエラ,装機の照弾,4,光,銃弾,機械の国,女,14,6390,9415,2,2,145,2.33,55,35,早熟,4041,8082,91,91,91,100,135
44070,メメララメル,黙視考の目々,4,光,弓矢,空の国,女,19,6012,8658,3,1,175,2.48,60,33,晩成,3491,10473,90,90,90,100,145
44071,たづ,奏でる誓笛,4,光,魔法,和の国,女,30,5493,9462,4,1,180,3.28,45,34,晩成,2885,11540,84,84,84,100,190
45001,クロエ,薙伏す極彩刃,4,闇,斬撃,恐竜の国,女,15,12648,10563,1,1,15,2.88,51,73,晩成,3668,3668,92,92,92,130,100
45002,シャティア,迷夢の姫君,4,闇,魔法,王国,女,11,5112,13791,2,1,170,3.10,52,33,晩成,4449,8897,86,86,86,170,100
45003,ジード,義胆の剽賊,4,闇,打撃,砂漠の国,男,25,10275,6085,5,1,25,3.35,50,55,平均,1816,9082,90,90,90,140,100
45004,ジェノ,不羈の自由人,4,闇,突撃,科学の国,不明,22,10023,5736,4,1,38,2.30,68,49,晩成,2494,9976,90,90,90,140,100
45005,ジャスパー,陶酔の信奉者,4,闇,回復,機械の国,男,15,6255,7218,3,1,145,2.30,41,38,晩成,3138,9415,100,100,100,100,140
45006,タミル,古を探す者,4,闇,魔法,少数民族の国,男,20,5736,11643,3,1,155,3.20,47,31,晩成,3638,10915,85,85,85,180,100
45007,デンホルム,豪胆な人情家,4,闇,銃弾,機械の国,男,26,9018,7800,4,1,180,3.10,47,51,晩成,2516,10065,92,92,92,130,100
45008,リリカ,躍然の輝弓士,4,闇,弓矢,常夏の国,女,14,5445,11230,1,1,170,2.30,55,40,早熟,4883,4883,89,89,89,150,100
45009,ゲオルド,闇弾く尖鋭者,4,闇,銃弾,西部の国,男,17,7090,12270,1,4,125,2.85,48,46,早熟,4305,4305,90,90,90,140,100
45010,ガトー,創装の菓子匠,4,闇,突撃,お菓子の国,男,33,9642,11166,1,4,35,2.40,62,62,晩成,4653,4653,89,89,89,150,100
45011,ファニー,暢楽の紫快晶,4,闇,回復,エレキの国,女,19,5070,10625,1,4,165,2.10,48,30,平均,5060,5060,100,100,100,100,140
45012,オペラティオ,絶麗の追求者,4,闇,斬撃,お菓子の国,男,19,9075,10020,1,2,20,2.00,61,57,早熟,5010,5010,90,90,90,140,100
45013,あまぎ,桜橋の胡蝶,4,闇,魔法,和の国,女,26,4935,11680,3,2,175,3.24,48,36,平均,3605,10815,84,84,84,190,100
45014,パロアルテ,鳶眼の看守長,4,闇,打撃,王国,男,23,11706,9462,1,1,30,2.85,53,60,晩成,3320,3320,92,92,92,130,100
45015,アリューム,犠身の講究者,4,闇,銃弾,科学の国,女,18,5736,14331,1,1,165,2.64,54,39,晩成,5428,5428,92,92,92,130,100
45016,ジョルジュ,愛謳の菓子匠,4,闇,打撃,お菓子の国,男,53,12807,6213,3,1,15,3.11,46,84,晩成,1998,5993,92,92,92,130,100
45017,フプルル,降り包む綿雪,4,闇,弓矢,雪の国,女,13,5420,8695,3,1,160,2.46,56,36,平均,3535,10604,90,90,90,140,100
45018,ブギーブル,断鎖の黒鉤爪,4,闇,突撃,死者の国,男,25,7052,9207,1,5,14,1.75,73,49,早熟,5261,5261,86,86,86,170,100
45019,ルジェナ,花傘の紫彩蝶,4,闇,回復,妖精の国,女,17,4371,9261,2,1,160,2.82,54,24,晩成,3284,6568,100,100,100,100,140
45020,メティエ,暴医の副船長,4,闇,突撃,常夏の国,女,23,6447,7846,1,1,95,1.61,63,47,早熟,4873,4873,90,90,90,140,100
45021,コルティア,誠忠たる慈翼,4,闇,魔法,空の国,女,17,5030,14780,1,4,170,2.65,56,34,平均,5577,5577,86,86,86,170,100
45022,ラザ,奔途の竜騎手,4,闇,弓矢,恐竜の国,男,18,5675,13200,1,3,165,2.40,65,40,平均,5500,5500,88,88,88,160,100
45023,くろとび,須佐の忍鳶,4,闇,斬撃,和の国,男,16,6655,6995,1,3,13,1.33,76,20,早熟,5259,5259,90,90,90,140,100
45024,ストゥーピド,颯爽たる彷者,4,闇,斬撃,魔法の国,男,24,8580,7995,2,1,100,2.46,50,50,平均,3250,6500,92,92,92,150,115
45025,マトリクス,根這う樹痕,4,闇,斬撃,植物の国,男,?,8880,8880,2,2,20,2.20,65,55,晩成,4036,8073,89,89,89,150,100
45026,ユーリ,正義を貫く者,4,闇,斬撃,アスタリアの世界,男,21,9642,9780,1,3,22,2.35,57,54,晩成,4162,4162,92,92,92,130,100
45027,リアンキッス,艶踊の舞鞭,4,闇,突撃,エレキの国,女,32,7239,8319,3,3,95,2.49,59,39,晩成,3341,10023,89,89,89,150,100
45028,メネライア,誓剣の巧壁,4,闇,斬撃,妖精の国,女,21,6409,9434,1,1,18,1.91,71,47,早熟,4939,4939,90,90,90,140,100
45029,ハリアープ,黒針の魔時計,4,闇,弓矢,魔法の国,女,17,5500,12750,1,1,165,2.3,52,47,平均,5543,5543,90,90,90,140,100
45030,シルハトテ,慧瞳の看守,4,闇,魔法,王国,男,22,7356,13929,1,5,145,2.75,45,55,晩成,5065,5065,86,86,86,170,100
45031,ゼハネル,練星の黒影晶,4,闇,回復,エレキの国,男,18,4235,7600,2,1,170,2.45,45,40,早熟,3102,6204,100,100,100,110,140
45032,リカルラ,磊落の雲識者,4,闇,打撃,空の国,女,22,9579,7695,3,2,35,3.20,54,52,晩成,2405,7214,91,91,91,135,100
45033,パピヨン,釣鐘森の黒蝶,4,闇,打撃,妖精の国,男,10,10521,6996,4,1,35,3.14,70,44,晩成,2228,8912,89,89,89,150,100
45034,アメシスト,紫燐灰の誘惑,4,闇,突撃,エレキの国,男,18,7800,8880,2,2,105,2.22,55,50,晩成,4000,8000,89,89,89,150,100
45035,きくまろ,幸福招く舞師,4,闇,突撃,和の国,男,27,8990,9360,2,2,25,2.92,60,60,平均,3205,6411,92,92,92,130,100
45036,ロジャー,闇拓く双盤,4,闇,斬撃,王国,男,34,9060,8340,3,1,30,2.60,56,62,晩成,3208,9623,88,88,88,160,100
45037,ロザリナ,優美なる紫華,4,闇,突撃,王国,女,?,11079,7052,2,1,15,2.55,52,79,早熟,2765,5531,90,90,90,140,100
45038,マティス,闇を視透く瞳,4,闇,銃弾,死者の国,男,18,5853,10383,2,1,165,2.45,45,40,晩成,4238,8476,90,90,90,140,100
45039,エイシー,樹声の聴き手,4,闇,突撃,植物の国,女,16,6610,6825,1,4,11,1.36,70,56,平均,5018,5018,86,86,86,170,100
45040,フィルデア,成りゆく栄果,4,闇,魔法,魔法の国,女,14,4235,11381,1,3,170,2.39,53,45,早熟,4762,4762,85,85,85,180,100
45041,ロロ,縁の仕立て猫,4,闇,斬撃,動物の国,男,16,7938,10023,2,2,110,2.48,48,40,晩成,4042,8083,89,89,89,150,100
45042,ウィステル,轟鳴の奏弦晶,4,闇,魔法,エレキの国,男,19,4708,8016,4,1,160,3.15,43,37,早熟,2545,10179,88,88,88,160,100
45043,ヴァイゼル,妖毒の穿弩砲,4,闇,弓矢,機械の国,女,30,5480,11115,2,1,170,2.59,46,36,平均,4292,8583,90,90,90,140,100
45044,カルメン,血潮の夕化粧,4,闇,斬撃,機械の国,男,17,8707,11238,1,3,20,2.11,69,49,平均,5326,5326,91,91,91,135,100
45045,アシュファー,掌中の縁円,4,闇,斬撃,砂漠の国,男,26,6630,6865,3,1,95,2.33,57,47,平均,2946,8839,90,90,90,145,100
45046,メイハウ,芙蓉の紫眥,4,闇,突撃,少数民族の国,女,16,7565,7000,3,2,90,2.51,53,37,平均,2789,8367,91,91,91,135,100
45047,シェンイン,星読の瞳子,4,闇,回復,少数民族の国,男,34,4505,7585,3,2,170,2.46,45,41,平均,3083,9250,100,100,100,100,140
45048,みさご,繚乱たる焔華,4,闇,打撃,和の国,女,10,6255,10140,2,1,100,2.50,53,35,晩成,4056,8112,90,90,90,140,100
45049,りつ,月光の吸血鬼,4,闇,打撃,あんスタの国,男,18,6414,8319,3,1,95,2.49,46,51,晩成,3341,10023,89,89,89,150,100
45050,ミルリトン,菓狩の最果て,4,闇,魔法,お菓子の国,男,28,4405,8980,4,2,170,3.17,46,44,早熟,2833,11331,84,84,84,185,100
45051,エトラージュ,朽葉の模し翅,4,闇,突撃,妖精の国,女,15,7218,9822,1,4,100,1.89,65,41,晩成,5197,5197,88,88,88,155,100
45052,イワン,過客の肖像,4,闇,魔法,常夏の国,男,26,4802,10039,2,1,165,2.79,51,47,早熟,3598,7196,86,86,86,175,100
45053,メグラトテ,照眸の看守,4,闇,銃弾,王国,女,20,7017,13188,1,4,120,2.52,54,42,晩成,5233,5233,90,90,90,140,100
45054,カエ,深界に佇む者,4,闇,弓矢,雪の国,女,14,5691,13480,1,1,175,2.49,50,44,早熟,5414,5414,88,88,88,155,100
45055,ロマネ,夜茨の魔剣,4,闇,斬撃,死者の国,女,14,7222,8848,1,2,105,1.79,49,38,早熟,4943,4943,89,89,89,150,100
45056,ルティ,紺碧夢の遊泳,4,闇,斬撃,科学の国,女,13,9822,9018,1,1,15,2.32,55,68,晩成,3887,3887,91,91,91,135,100
45057,ソワレ,至甘の福菓,4,闇,魔法,魔法の国,女,18,5334,16554,1,1,185,2.92,47,29,晩成,5669,5669,87,87,87,165,100
45058,フロタル,黒骨の拓杖,4,闇,回復,恐竜の国,男,23,5245,10510,1,3,140,2.72,42,33,平均,3864,3864,100,100,100,110,140
45059,タァトハァト,信愛なる祈り,4,闇,銃弾,空の国,女,16,5265,9320,3,2,170,2.74,58,31,平均,3401,10204,91,91,91,135,100
45060,アムネシア,綺片の映し翅,4,闇,突撃,妖精の国,女,？,8092,9226,1,2,35,1.94,79,42,早熟,4756,4756,90,90,90,145,100
45061,クラウス,戒告の十字槍,4,闇,打撃,血界戦線の国,男,28,12087,7917,1,3,15,2.25,45,82,晩成,3519,3519,85,85,85,180,100
45062,スフォル,闇黒纏う魔札,4,闇,斬撃,魔法の国,女,23,7176,6456,3,1,90,2.13,59,44,晩成,3031,9093,91,91,91,135,100
45063,ビアルドル,激越なる鋸歯,4,闇,突撃,動物の国,男,18,11816,6409,3,1,15,3.13,51,83,早熟,2048,6143,92,92,92,130,100
45064,メルティペコ,紫香昇る茶会,4,闇,回復,お菓子の国,男,15,5199,9472,2,2,140,2.81,46,35,早熟,3371,6742,100,100,100,100,140
45065,ミュッセル,怪語る翳譚者,4,闇,斬撃,死者の国,女,25,8305,12555,1,1,120,2.58,62,39,平均,4866,4866,92,92,92,155,116
45066,ルチアーノ,夢届けの神仕,4,闇,打撃,死者の国,男,33,9801,7980,2,1,18,2.41,59,65,晩成,3311,6622,90,90,90,145,100
45067,アルファルド,漠夜の星影,4,闇,斬撃,砂漠の国,男,18,8160,6435,4,1,20,2.23,63,61,晩成,2886,11544,90,90,90,140,100
45068,グエン,故郷を廻る者,4,闇,打撃,少数民族の国,男,21,8867,9056,1,1,30,2.37,61,63,早熟,3821,3821,89,89,89,150,100
45069,アベイユ,翻る警憂心,4,闇,魔法,妖精の国,女,14,7017,11103,2,2,135,2.72,53,29,晩成,4082,8164,86,86,86,175,100
45070,エヴラース,夕闇背負う者,4,闇,銃弾,王国,男,19,6220,13980,1,3,165,2.71,50,45,平均,5159,5159,90,90,90,145,100
45071,エルミリア,星探しの乙女,4,闇,回復,王国,女,14,4932,5652,4,1,170,2.48,54,33,晩成,2279,9116,100,100,110,100,140
31001,ビビアナ,幽思の魔技師,3,炎,魔法,機械の国,女,16,4725,8793,3,1,160,2.77,44,35,晩成,3174,9523,100,59,170,100,100
31002,アガーテ,猛炎の双剣士,3,炎,斬撃,機械の国,女,22,6261,7098,2,1,24,2.00,69,43,晩成,3549,7098,100,67,150,100,100
31003,アレク,勇ある者,3,炎,打撃,王国,男,11,5593,4535,1,1,40,2.16,61,65,早熟,2100,2100,100,71,140,100,100
31004,アントニア,炎光の双剣士,3,炎,斬撃,妖精の国,男,19,7331,7936,2,1,18,2.90,68,47,早熟,2737,5473,100,67,150,100,100
31005,イーニア,焦熱の弓手,3,炎,弓矢,西部の国,女,15,5385,9655,1,1,160,2.45,58,40,早熟,3941,3941,100,67,150,100,100
31006,エヴァン,炎珠の呪術師,3,炎,魔法,少数民族の国,女,10,4025,9000,3,2,165,3.10,42,20,平均,2903,8710,100,56,180,100,100
31007,オリビエ,陽炎の踊り手,3,炎,斬撃,妖精の国,男,17,6330,8805,1,1,18,2.14,68,37,早熟,4114,4114,100,71,140,100,100
31008,かなた,深緋の射手,3,炎,弓矢,和の国,男,16,6125,11975,1,1,160,2.85,45,52,平均,4202,4202,100,71,140,100,100
31009,カルデラ,錆色の遊撃者,3,炎,弓矢,恐竜の国,男,14,5366,8484,1,1,165,2.30,56,49,早熟,3689,3689,100,67,150,100,100
31010,クレール,解呪の炎魔女,3,炎,魔法,魔法の国,女,18,3798,9315,2,1,170,2.90,44,29,早熟,3212,6424,100,53,190,100,100
31011,ごんのすけ,暢気な家臣,3,炎,銃弾,和の国,男,23,5805,12024,1,1,170,2.40,44,47,晩成,5010,5010,100,63,160,100,100
31012,サラ,陽炎の海女,3,炎,突撃,常夏の国,女,20,8400,6280,3,1,36,2.45,65,37,平均,2563,7690,100,67,150,100,100
31013,シャンテ,艶笑の誘い手,3,炎,突撃,空の国,女,24,6103,4554,3,1,35,1.90,70,59,早熟,2397,7191,100,67,150,100,100
31014,セッカ,寂然の旅烏,3,炎,回復,魔法の国,男,23,4809,8973,1,1,160,2.35,49,46,晩成,3818,3818,130,100,100,100,100
31015,ティナ,溌剌の槍使い,3,炎,突撃,西部の国,女,14,7700,6960,2,1,35,2.30,57,57,平均,3026,6052,100,71,140,100,100
31016,テテメコ,荒野の用心棒,3,炎,突撃,西部の国,女,19,7620,7330,1,1,33,1.60,58,55,平均,4581,4581,100,67,150,100,100
31017,ナスカ,撃砕の大剣士,3,炎,打撃,恐竜の国,女,16,8578,6424,1,1,33,2.37,53,67,早熟,2711,2711,100,67,150,100,100
31018,ネルス,猛炎の重戦士,3,炎,打撃,西部の国,男,18,7700,6960,4,1,25,3.50,47,57,平均,1989,7954,100,71,140,100,100
31019,ハル,従獣の槌使い,3,炎,打撃,王国,女,14,9492,5445,5,1,25,3.10,50,50,晩成,1756,8782,100,77,130,100,100
31020,リト,赤銅の豪食者,3,炎,打撃,王国,男,17,8295,7140,1,1,30,2.20,58,64,晩成,3245,3245,100,71,140,100,100
31021,ピアニー,丹朱の本使い,3,炎,回復,植物の国,女,18,4045,7875,2,1,160,2.60,48,36,平均,3029,6058,130,100,100,100,100
31022,ヒューズ,情熱の研究員,3,炎,打撃,科学の国,男,19,7142,10430,1,1,30,2.66,48,56,早熟,3921,3921,100,63,160,100,100
31023,ボンボン,飴色の双銃士,3,炎,銃弾,お菓子の国,女,17,5148,9810,2,1,130,2.40,56,40,晩成,4087,8175,100,67,150,100,100
31024,マーヤ,明橙の格闘娘,3,炎,突撃,少数民族の国,女,16,6780,7935,1,1,14,1.60,70,48,晩成,4959,4959,100,63,160,100,100
31025,マジョコ,紅月の案内人,3,炎,魔法,マジョマジョの国,女,12,5795,10225,1,5,135,2.50,45,50,平均,4090,4090,100,63,160,100,100
31026,マリベル,酒乱の剣闘士,3,炎,斬撃,空の国,女,20,12003,6780,1,1,15,2.25,45,77,晩成,3013,3013,100,77,130,100,100
31027,メルティ,甘やぐ殲滅者,3,炎,打撃,お菓子の国,女,15,9015,6663,4,1,25,3.16,49,44,晩成,2109,8434,100,67,150,100,100
31028,ラディット,愛煙の焔術士,3,炎,回復,少数民族の国,男,33,3987,7577,2,1,170,2.62,51,40,早熟,2892,5784,130,100,100,100,100
31029,リリー,花炎の暴走銃,3,炎,銃弾,西部の国,女,16,5365,7465,1,1,140,1.77,56,40,平均,4218,4218,100,67,150,100,100
31030,リーシャ,灼熱の僧嬢,3,炎,回復,砂漠の国,女,18,4900,9740,1,1,165,2.44,47,47,平均,3992,3992,130,100,100,100,100
31031,ヨウ,焔色の拳闘士,3,炎,突撃,少数民族の国,男,17,6065,8555,1,4,11,1.60,58,58,平均,5347,5347,100,56,180,100,100
31032,シロップ,蜜桜の炎剣士,3,炎,斬撃,お菓子の国,女,12,8320,8320,1,1,18,2.04,56,52,平均,4078,4078,100,67,150,100,100
31033,イグナツィオ,融氷の炎術士,3,炎,魔法,雪の国,男,19,5045,12225,1,1,165,2.77,53,37,早熟,4413,4413,100,56,180,100,100
31034,モイ,躍動の炎剣士,3,炎,斬撃,砂漠の国,女,13,6822,7500,2,1,22,2.26,60,48,晩成,3319,6637,100,67,150,100,100
31035,ケイ,評する科学者,3,炎,銃弾,科学の国,女,20,6125,12150,1,4,115,2.55,50,35,平均,4765,4765,100,71,140,100,100
31036,バフォマッド,羊眠の槌矛士,3,炎,打撃,動物の国,男,32,10371,8496,2,2,25,3.30,50,62,晩成,2575,5149,100,71,140,100,100
31037,シーラ,知求の遊学猫,3,炎,打撃,動物の国,男,15,5950,8865,1,1,33,2.22,58,52,平均,3993,3993,100,67,150,100,100
31038,あかがね,烈火の喧嘩屋,3,炎,斬撃,和の国,男,24,8655,7500,2,1,18,2.26,57,56,晩成,3319,6637,100,71,140,100,100
31039,キッド,奔宝の冒険家,3,炎,銃弾,機械の国,男,20,5244,9450,1,2,145,2.15,53,45,晩成,4395,4395,100,71,140,100,100
31040,エリージア,奉身の看護師,3,炎,突撃,科学の国,女,18,7048,6481,1,3,35,1.71,58,52,早熟,3790,3790,100,77,130,100,100
31041,てまり,慕君の従少女,3,炎,打撃,和の国,女,12,7115,8010,3,1,25,3.00,56,56,平均,2670,8010,100,63,160,100,100
31042,せつな,瞬影の紅忍,3,炎,斬撃,和の国,男,19,6081,6801,1,2,13,1.30,78,15,晩成,5232,5232,100,71,140,100,100
31043,マウム,焔花の小闘士,3,炎,弓矢,少数民族の国,女,10,3951,9492,1,1,160,1.83,52,31,晩成,5187,5187,100,77,130,100,100
31044,フォルクス,諧謔の狙撃手,3,炎,銃弾,雪の国,男,37,5250,9525,2,1,140,2.80,51,49,平均,3402,6804,100,71,140,100,100
31045,タルトレード,唯菓の職人,3,炎,突撃,お菓子の国,男,19,5795,8050,1,1,80,2.02,53,48,平均,3985,3985,100,77,130,100,100
31046,ミューゼ,鳥寵の歌い手,3,炎,回復,西部の国,女,19,4395,9915,1,4,160,2.40,52,38,平均,4131,4131,130,100,100,100,100
31047,ウルド,古織の炎姫,3,炎,銃弾,サモンズの国,女,?,4195,6821,3,1,160,2.79,52,47,早熟,2445,7334,100,63,160,100,100
31048,ムント,橙味の重戦士,3,炎,打撃,エレキの国,男,27,7596,5922,4,1,30,2.93,58,43,晩成,2021,8085,100,67,150,100,100
31049,アデル,越愛の疾駆者,3,炎,打撃,動物の国,女,32,8408,6859,2,1,18,2.48,56,58,早熟,2766,5531,100,67,150,100,100
31050,ショット,星待ちの少女,3,炎,弓矢,お菓子の国,女,15,5035,8010,1,1,130,1.89,62,30,平均,4238,4238,100,67,150,100,100
31051,ミサリサ,奏鼓の双剣士,3,炎,斬撃,エレキの国,女,16,7479,6642,2,1,18,1.77,55,48,晩成,3753,7505,100,77,130,100,100
31052,ジーン,盛炎の護剣士,3,炎,斬撃,砂漠の国,男,16,7000,8205,1,1,24,2.03,62,50,平均,4042,4042,100,77,130,100,100
31053,グミ,撥鞭のメイド,3,炎,突撃,お菓子の国,女,14,6273,6292,3,1,105,2.14,62,24,早熟,2940,8821,100,71,140,100,100
31054,ルビー,慈愛の射手,3,炎,弓矢,植物の国,女,18,4587,9969,1,1,160,2.08,54,34,晩成,4793,4793,100,71,140,100,100
31055,ウーゴ,焔渦の射手,3,炎,弓矢,空の国,男,22,4705,7161,3,1,165,2.90,55,43,早熟,2469,7408,100,71,140,100,100
31056,イグアノ,骨杖の祈祷師,3,炎,魔法,恐竜の国,男,15,4926,10827,2,1,165,2.94,52,33,晩成,3683,7365,100,56,180,100,100
31057,フェズ,尽愛の護り手,3,炎,回復,砂漠の国,男,15,4685,6415,2,1,165,2.38,44,48,平均,2695,5391,130,110,100,100,100
31058,ピーター,珍奇の蒐集家,3,炎,突撃,機械の国,男,25,7617,7119,1,4,35,1.50,60,45,晩成,4746,4746,100,67,150,100,100
31059,ティオニア,談草の自信家,3,炎,銃弾,植物の国,女,10,4724,9296,3,1,165,3.28,46,38,早熟,2834,8502,100,71,140,100,100
31060,クラリーチェ,朗笑の炎弓士,3,炎,弓矢,妖精の国,女,15,3836,9126,2,1,165,2.60,64,29,早熟,3510,7020,100,67,150,100,100
31061,ジベル,炎刃の雪銀狼,3,炎,斬撃,動物の国,男,19,9504,5536,1,1,15,1.96,54,72,早熟,2824,2824,100,77,130,100,100
31062,ナナ,翻弄の小悪魔,3,炎,突撃,ドラポの国,女,?,7445,6670,2,1,35,2.44,63,47,平均,2734,5467,100,77,130,100,100
31063,パピル,博報の羽剣士,3,炎,斬撃,王国,女,16,7140,7140,1,1,23,1.70,63,51,晩成,4200,4200,100,67,150,100,100
31064,シャルロット,焔刃の魔女,3,炎,斬撃,魔法の国,女,14,6991,8030,1,1,90,1.74,52,45,早熟,4615,4615,112,80,140,100,100
31065,ニール,正義の支え手,3,炎,斬撃,常夏の国,男,15,7407,9674,1,1,18,2.52,56,66,早熟,3839,3839,100,67,150,100,100
31066,アシクス,駿竜の乗り手,3,炎,突撃,恐竜の国,男,18,7140,7320,2,1,30,2.55,63,45,晩成,2871,5741,100,71,140,100,100
31067,ポワカカ,尊鳥の巫師,3,炎,魔法,西部の国,女,18,4119,9126,2,2,160,2.55,55,31,早熟,3579,7158,100,59,170,100,100
31068,こうめ,紅の扇使い,3,炎,魔法,和の国,女,11,4068,13338,1,1,170,2.88,50,30,晩成,4631,4631,100,63,160,100,100
31069,アマーリエ,紅装の交渉家,3,炎,斬撃,科学の国,女,20,6420,10467,1,1,13,2.27,65,45,晩成,4611,4611,100,77,130,100,100
31070,オーウェン,格子盤の従者,3,炎,弓矢,死者の国,男,15,5250,10615,1,1,150,2.27,53,47,平均,4676,4676,100,77,130,100,100
31071,アニエラ,尽焔の槍撃手,3,炎,突撃,科学の国,女,22,7330,6670,1,4,35,1.66,64,49,平均,4018,4018,100,71,140,100,100
31072,ミザリア,愛呪の魔女,3,炎,打撃,魔法の国,女,18,6579,10329,1,1,30,2.63,56,54,晩成,3927,3927,100,67,150,100,100
31073,フレイア,炎導の達弁家,3,炎,打撃,死者の国,女,16,7755,6420,3,1,25,2.77,57,55,晩成,2318,6953,100,71,140,100,100
